pha,diameter,albedo,diameter_sigma,epoch,epoch_mjd,epoch_cal,i,om,w,ma,ad,tp,tp_cal,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms
N,3.05,0.033,0.916,2459000.5,59000,20200531.0,24.40336781908648,322.1622935742214,286.7460421661668,200.5256724915612,3.696427863629523,2459918.566647192,20221205.0666472,8.3922e-08,7.3539e-08,2.8661e-07,2.1558e-05,1.985e-05,7.464e-05,7.2406e-05,8.5449e-08,6.0233e-09,0.00042308,7.1863e-05,0.64552
N,5.116,0.081,0.089,2459000.5,59000,20200531.0,28.53202751350934,150.7408863961972,6.181929806477117,328.1884813051474,3.491501095687836,2459179.4103609505,20201125.910361,6.2237e-08,4.2081e-08,2.0025e-07,7.1896e-06,1.2388e-05,3.3586e-05,3.148e-05,4.691e-08,3.5834e-09,0.00017862,4.0803e-05,0.61665
Y,1.462,0.056,0.021,2459000.5,59000,20200531.0,17.06134575403662,130.171189183175,309.2301285625425,238.1032921680442,1.442041932965354,2459103.14503705,20200910.645037,2.4278e-08,1.1293e-09,2.1433e-08,3.3325e-06,2.0595e-06,1.1946e-06,3.9709e-06,1.844e-09,2.2778e-09,3.5343e-06,5.8145e-07,0.31697
N,3.335,0.209,0.79,2459000.5,59000,20200531.0,11.13180727404599,163.116313801703,280.9358099131778,207.9095979104289,3.070434239029666,2459675.3671004106,20220405.8671004,4.136e-08,1.6598e-08,1.0891e-07,4.7956e-06,2.2803e-05,2.8606e-05,1.9838e-05,1.9056e-08,2.098e-09,9.0838e-05,1.4871e-05,0.58751
N,3.778,0.065,0.15,2459000.5,59000,20200531.0,5.903382065122247,111.8662568419874,168.4691657809405,278.1692954838146,3.585688905572672,2459438.3142196075,20210811.8142196,4.2385e-08,2.7597e-08,1.2495e-07,4.7615e-06,5.5907e-05,5.8197e-05,1.8075e-05,3.2663e-08,2.5539e-09,9.9714e-05,2.6318e-05,0.60125
N,3.694,0.142,1.427,2459000.5,59000,20200531.0,11.85615109343088,86.33427862513226,238.7496112213643,207.5728024509055,3.289063731149548,2459796.6637228103,20220805.1637228,6.1147e-08,3.1259e-08,1.9459e-07,5.6377e-06,3.3856e-05,4.5792e-05,3.3711e-05,3.4484e-08,3.0109e-09,0.00018025,2.9572e-05,0.63496
N,22.245,0.068,0.078,2459000.5,59000,20200531.0,2.745026395698468,98.14578293974262,318.4787509499503,252.7187347320625,3.660831919810274,2459601.9701567637,20220122.4701568,3.3377e-08,1.9486e-08,1.0438e-07,3.5842e-06,9.0264e-05,9.1198e-05,1.555e-05,2.2823e-08,1.668e-09,9.0378e-05,1.8874e-05,0.46546
N,4.936,0.066,0.552,2459000.5,59000,20200531.0,14.24201167451591,113.3981654001162,338.7509125320987,341.0769186199468,3.097888996253242,2459080.3815818857,20200818.8815819,4.0022e-08,1.9107e-08,1.0732e-07,5.2968e-06,4.0378e-05,5.1558e-05,3.4607e-05,2.2881e-08,2.6245e-09,0.00014669,1.6837e-05,0.54633
N,3.494,0.145,0.531,2459000.5,59000,20200531.0,22.65865525768217,64.97664666764429,18.57239796411615,353.6290200669285,3.511142414419943,2459036.867285313,20200706.3672853,1.0438e-07,6.2917e-08,3.6479e-07,1.2865e-05,2.1325e-05,5.302e-05,4.9213e-05,6.9835e-08,5.2265e-09,0.00028114,6.1309e-05,0.49085
N,3.051,0.362,0.609,2459000.5,59000,20200531.0,4.147825545833048,321.7475091202039,119.719213564515,215.9570741092899,2.922620104219755,2459615.448070109,20220204.9480701,3.7834e-08,1.4626e-08,9.7978e-08,4.0595e-06,6.3038e-05,6.6056e-05,2.2256e-05,1.6401e-08,1.9717e-09,9.7573e-05,1.2937e-05,0.54399
N,54.323,0.268,0.343,2459000.5,59000,20200531.0,9.320996636917792,268.259324589694,89.14691617970273,128.3155328771765,3.017843431470313,2458498.4105077065,20190114.9105077,3.2163e-08,4.4161e-09,7.8827e-08,4.3352e-06,2.3025e-05,2.5257e-05,1.1306e-05,5.4192e-09,6.8838e-10,4.3546e-05,3.7943e-06,0.42137
N,2.468,0.349,0.493,2459000.5,59000,20200531.0,10.58043408875099,43.43971010908017,173.9228023272117,330.5465066702671,2.618702545274662,2459107.952519512,20200915.4525195,5.5085e-08,1.0745e-08,1.3374e-07,4.9276e-06,2.3691e-05,3.2468e-05,2.5591e-05,1.1989e-08,1.8824e-09,9.3776e-05,9.0191e-06,0.49362
N,2.097,0.121,0.122,2459000.5,59000,20200531.0,10.3321025346508,294.3991692218524,81.3064447013206,17.87776096897456,2.637017193026806,2458937.303916639,20200328.8039166,6.3531e-08,1.4748e-08,1.4758e-07,5.7099e-06,4.013e-05,4.4775e-05,1.9399e-05,1.6923e-08,2.7231e-09,6.8443e-05,1.225e-05,0.64324
N,2.808,0.056,0.231,2459000.5,59000,20200531.0,12.2761489424827,146.7874322173372,313.7069484972522,100.7646911000819,3.089028551140418,2458551.910788333,20190309.4107883,6.1165e-08,2.3768e-08,1.7028e-07,5.9783e-06,2.2805e-05,2.8951e-05,1.7775e-05,2.7394e-08,2.988e-09,7.655e-05,2.1319e-05,0.57591
N,2.705,0.183,0.47,2459000.5,59000,20200531.0,3.403119143053447,57.62362200066796,91.6977726289503,128.6262201163371,2.995395346414879,2458401.630443241,20181010.1304432,4.6764e-08,1.7407e-08,1.2938e-07,5.1251e-06,8.7879e-05,9.3214e-05,3.025e-05,1.8882e-08,2.0308e-09,0.00014092,1.5848e-05,0.64371
N,6.128,0.057,0.34,2459000.5,59000,20200531.0,22.06082026192424,219.4405184226509,128.4500943235433,78.88951996712493,3.510165727889798,2458561.712449471,20190319.2124495,5.4528e-08,3.0794e-08,1.6451e-07,6.9222e-06,1.3092e-05,2.8188e-05,2.5365e-05,3.4767e-08,2.6711e-09,0.00013941,2.9749e-05,0.49016
N,1.524,0.399,0.257,2459000.5,59000,20200531.0,5.87852790899253,329.7708757020478,57.92424342552096,31.57944864975683,2.570877380996601,2458890.594247048,20200211.094247,4.0167e-08,8.0878e-09,9.4202e-08,4.9695e-06,3.5184e-05,4.0037e-05,1.8666e-05,9.1418e-09,1.5326e-09,6.4841e-05,6.6828e-06,0.57663
Y,0.407,0.388,0.019,2459000.5,59000,20200531.0,10.345681917169,350.5622224522082,224.4442769435832,73.29962364311359,1.190328788669378,2458946.1318119327,20200406.6318119,5.5511e-08,4.1469e-10,4.5103e-08,7.134e-06,1.6871e-05,1.5101e-05,1.2539e-05,6.0826e-10,1.0334e-09,9.3099e-06,2.0467e-07,0.32814
N,33.644,0.065,0.267,2459000.5,59000,20200531.0,1.08598596576826,174.5351514131744,232.5744439559501,55.61184683241797,3.719322026653216,2458683.0036083474,20190718.5036083,3.0966e-08,1.1735e-08,1.0037e-07,3.5594e-06,0.00018046,0.00018075,1.0665e-05,1.3796e-08,9.7456e-10,6.0001e-05,1.1435e-05,0.46579
N,2.839,0.219,0.362,2459000.5,59000,20200531.0,13.59372128885213,26.97898806279299,258.1616573096019,201.0390590568352,3.005704447631084,2459652.135081072,20220313.6350811,3.1223e-08,1.1638e-08,7.8512e-08,8.0698e-06,1.7832e-05,3.1305e-05,2.5577e-05,1.3789e-08,1.6786e-09,0.00010581,1.0155e-05,0.54538
Y,1.851,0.047,0.043,2459000.5,59000,20200531.0,17.17621121148314,354.2415995729004,95.50633295747524,137.0668634779084,4.819611359324233,2458388.3419627207,20180926.8419627,1.2952e-07,2.2342e-08,3.5089e-07,3.2077e-05,5.5124e-05,5.2352e-05,1.9097e-05,4.0091e-08,2.7938e-09,7.8383e-05,2.0061e-05,0.31912
N,4.087,0.042,1.051,2459000.5,59000,20200531.0,13.1241690554337,177.4791659160297,211.154311620883,336.9546806926272,3.390563755511532,2459135.9958694186,20201013.4958694,8.1281e-08,6.1343e-08,2.8702e-07,8.4219e-06,2.6916e-05,7.6629e-05,7.6214e-05,6.4467e-08,4.8508e-09,0.00044933,6.0368e-05,0.69887
N,2.048,0.291,0.255,2459000.5,59000,20200531.0,6.35390125432963,258.634554935434,331.3622239175136,318.9739797643648,2.426458604318149,2459139.7546491795,20201017.2546492,3.4323e-08,7.3455e-09,7.9653e-08,3.138e-06,3.888e-05,4.6513e-05,2.6551e-05,7.9682e-09,1.4512e-09,9.0213e-05,6.0191e-06,0.50905
N,8.324,0.04,0.281,2459000.5,59000,20200531.0,16.17472569683059,143.5394490029245,56.30800784483078,347.0626850397192,3.395776418763922,2459060.512538657,20200730.0125387,3.4923e-08,1.4134e-08,1.0024e-07,4.5551e-06,1.4467e-05,1.8269e-05,9.8728e-06,1.7423e-08,1.6591e-09,4.5934e-05,1.2852e-05,0.51918
N,4.603,0.069,1.494,2459000.5,59000,20200531.0,9.548773835721692,178.209382260444,207.1975714497164,262.9334984942781,2.877457433523366,2459379.3899732926,20210613.8899733,4.7118e-08,1.1964e-08,1.1295e-07,4.5503e-06,2.5293e-05,2.7459e-05,1.1419e-05,1.4021e-08,1.8725e-09,4.5714e-05,1.0271e-05,0.56036
N,2.373,0.314,0.164,2459000.5,59000,20200531.0,6.463780421812765,7.458196816013048,45.71827925745215,92.86439239125332,2.517797728832791,2458693.4172260286,20190728.917226,3.0378e-08,6.2872e-09,6.4897e-08,3.9975e-06,3.4508e-05,3.9119e-05,1.7428e-05,7.2011e-09,1.2974e-09,5.744e-05,5.1072e-06,0.49974
N,3.998,0.064,0.808,2459000.5,59000,20200531.0,4.41051507404173,234.8007715128341,176.3367361309479,213.5233404711027,3.688710256895716,2459856.252135483,20221003.7521355,4.2086e-08,2.7511e-08,1.3993e-07,4.687e-06,5.5937e-05,5.7826e-05,1.5095e-05,3.1588e-08,2.1987e-09,9.3337e-05,2.7016e-05,0.49683
N,4.07,0.247,0.061,2459000.5,59000,20200531.0,11.98854815568992,235.411009275595,79.1501118672019,130.3740441209106,3.093313847983981,2458450.372108835,20181127.8721088,3.5625e-08,1.0777e-08,9.3769e-08,5.2008e-06,1.8713e-05,2.3284e-05,1.4068e-05,1.289e-08,1.4813e-09,5.7786e-05,9.4951e-06,0.51002
N,3.909,0.029,1.161,2459000.5,59000,20200531.0,3.941809003713464,65.41130168460191,319.9820987,118.027047331581,3.208282548936088,2458363.586187573,20180902.0861876,5.5164e-08,4.8122e-08,1.6223e-07,5.9478e-06,9.4013e-05,0.00011466,6.3162e-05,5.0669e-08,4.39e-09,0.00034533,4.6022e-05,0.54599
N,5.366,0.051,0.433,2459000.5,59000,20200531.0,3.68069948125276,338.3239946069384,73.47517659176181,242.1162284522468,2.979841454963813,2459560.9636375033,20211212.4636375,5.1579e-08,1.9544e-08,1.4801e-07,5.703e-06,7.5606e-05,8.9384e-05,4.7181e-05,2.0798e-08,2.202e-09,0.00022658,1.7919e-05,0.62997
N,3.278,0.406,0.051,2459000.5,59000,20200531.0,3.759744214587337,60.36569001355691,228.3735570864861,309.0858153066682,2.788488775454052,2459179.959123419,20201126.4591234,2.9172e-08,7.5743e-09,6.8358e-08,3.2232e-06,5.7829e-05,5.8411e-05,9.1515e-06,9.2078e-09,1.4052e-09,3.2394e-05,6.2851e-06,0.49135
Y,0.459,0.088,0.004,2459000.5,59000,20200531.0,23.76759124494679,157.1274415600043,9.629199518859618,203.4196374381029,1.470276401245432,2459215.897293036,20210101.397293,5.9231e-08,5.186e-09,7.309e-08,1.2757e-05,1.2647e-05,2.5201e-05,2.6039e-05,6.2244e-09,4.6162e-09,3.6731e-05,3.1448e-06,0.33047
Y,0.495,0.235,0.175,2459000.5,59000,20200531.0,15.73379293438556,210.8943518651483,191.2574446878543,28.46040771428671,2.542794468214882,2458933.041738651,20200324.5417387,7.2211e-08,3.5291e-09,1.2785e-07,7.4097e-06,2.4498e-05,2.512e-05,5.9512e-06,5.0969e-09,1.2685e-09,1.4025e-05,2.5656e-06,0.57763
N,6.452,0.154,0.079,2459000.5,59000,20200531.0,13.87399369489772,337.7166937610382,53.49628989471711,29.90406688767125,2.9304439930143,2458873.3771317266,20200124.8771317,5.465e-08,1.1418e-08,1.4268e-07,6.937e-06,1.5077e-05,2.874e-05,2.216e-05,1.2874e-08,1.5501e-09,9.4292e-05,1.0085e-05,0.47552
N,4.204,0.691,0.318,2459000.5,59000,20200531.0,4.280413581356685,258.3696158945446,164.2953384715437,117.3415482009812,2.774617073404078,2458561.3249992225,20190318.8249992,2.4831e-08,7.4169e-09,5.9391e-08,2.9743e-06,5.001e-05,5.1483e-05,1.257e-05,8.6199e-09,1.2451e-09,4.6379e-05,6.2788e-06,0.44174
N,2.11,0.19,0.393,2459000.5,59000,20200531.0,12.01127343284965,126.4532578110961,195.9740512688276,342.1533806290438,3.700373222491236,2459095.001055558,20200902.5010556,8.539e-08,3.5828e-08,2.7714e-07,5.9107e-06,3.824e-05,4.3188e-05,1.5501e-05,4.4064e-08,3.3733e-09,8.1748e-05,3.405e-05,0.55214
Y,0.938,0.28,0.294,2459000.5,59000,20200531.0,15.32038896280081,8.910713000007497,233.6733342549782,34.01947579151697,1.653904441639933,2458952.3528354135,20200412.8528354,1.9361e-08,1.0617e-09,2.3774e-08,5.2753e-06,1.0414e-05,1.2607e-05,8.9418e-06,1.4065e-09,9.0132e-10,1.2601e-05,6.4993e-07,0.46765
N,2.685,0.294,0.557,2459000.5,59000,20200531.0,8.218404095044905,334.3259654338567,64.77129112772506,334.0798581721425,3.70203202232004,2459146.7473062957,20201024.2473063,4.5361e-08,2.8099e-08,1.4686e-07,7.3947e-06,3.1494e-05,3.8655e-05,2.1351e-05,3.314e-08,2.3799e-09,0.00012107,2.7275e-05,0.55208
Y,5.067,0.079,2.155,2459000.5,59000,20200531.0,43.63954931595748,19.89751256598614,5.806340982129053,86.67834419672343,3.130794522534038,2458737.11675598,20190910.616756,5.8845e-08,6.973e-09,1.218e-07,7.4327e-06,9.5537e-06,1.1717e-05,8.8858e-06,1.0507e-08,1.6567e-09,2.6122e-05,5.5069e-06,0.38067
Y,0.574,0.019,0.253,2459000.5,59000,20200531.0,15.02123390777217,126.6599293963071,289.4035019220561,179.304307090414,4.823665505653302,2458214.5870816302,20180406.0870816,1.4915e-06,1.4064e-07,3.9372e-06,0.00011008,0.00039757,0.00059191,4.3384e-05,2.5576e-07,1.8145e-08,0.00013987,0.0001255,0.4322
N,3.381,0.117,0.434,2459000.5,59000,20200531.0,4.337763593991301,341.7269613985051,257.4204084199814,50.31995400420679,3.030403572845286,2458751.866753671,20190925.3667537,5.8529e-08,2.3662e-08,1.7247e-07,6.7961e-06,7.2496e-05,9.4109e-05,5.8953e-05,2.4957e-08,2.5002e-09,0.00029173,2.1974e-05,0.59903
N,2.446,0.513,0.77,2459000.5,59000,20200531.0,6.21324289778225,348.82551804205,211.9820715745858,167.2194921393769,2.549601403603357,2458376.764423832,20180915.2644238,4.7408e-08,1.0516e-08,1.1419e-07,5.3204e-06,3.9236e-05,4.9758e-05,3.13e-05,1.1256e-08,1.7754e-09,0.00011613,8.8924e-06,0.53217
Y,0.906,0.031,0.072,2459000.5,59000,20200531.0,16.53107562850091,67.96578715624437,258.2588202929352,143.7394862224031,1.787266012364541,2458810.34995891,20191122.8499589,5.7855e-08,4.3294e-09,6.9414e-08,7.1679e-06,9.0881e-06,1.0301e-05,1.9983e-05,6.4834e-09,4.1133e-09,2.5476e-05,2.5914e-06,0.45953
N,2.987,0.165,0.705,2459000.5,59000,20200531.0,6.215428510259186,19.4079547642136,293.4925922361513,224.7031998678022,3.01227140910423,2459631.79608196,20220221.296082,6.1861e-08,3.7642e-08,1.8139e-07,7.6071e-06,5.5579e-05,6.7788e-05,3.9223e-05,4.1002e-08,4.3758e-09,0.00018388,3.4296e-05,0.51528
N,11.543,0.021,4.631,2459000.5,59000,20200531.0,18.05288445321687,146.8453758981714,303.8910513041854,255.3196575858963,3.615042207221746,2459602.382291839,20220122.8822918,6.039e-08,5.3049e-08,2.0236e-07,7.1796e-06,1.8944e-05,3.2045e-05,2.4743e-05,6.0333e-08,4.354e-09,0.00014514,5.1818e-05,0.59236
N,2.892,0.044,0.598,2459000.5,59000,20200531.0,9.461194770895109,142.1927230904854,211.0187962512181,141.8399560511822,2.858919271818374,2458403.428764336,20181011.9287643,5.7074e-08,2.5033e-08,1.5382e-07,5.7467e-06,2.67e-05,3.3036e-05,1.8236e-05,2.7718e-08,3.4548e-09,7.6408e-05,2.2038e-05,0.5857
Y,0.204,0.352,0.053,2459000.5,59000,20200531.0,11.67977074403856,169.4683829312356,196.9690187910598,316.6614739417248,2.166063614952291,2459087.2929924205,20200825.7929924,1.7907e-08,4.6919e-09,2.8531e-08,4.7945e-06,6.9054e-06,1.0605e-05,5.2013e-06,6.4587e-09,2.2333e-09,1.073e-05,3.2246e-06,0.3965
N,8.706,0.049,0.039,2459000.5,59000,20200531.0,4.425098584794613,201.46193289,328.7762437488951,251.1074694202898,2.636078516680616,2459418.042546097,20210722.5425461,3.9848e-08,1.0105e-08,9.3953e-08,4.3676e-06,4.4232e-05,4.9848e-05,2.52e-05,1.0979e-08,1.6292e-09,9.7788e-05,8.6235e-06,0.52744
N,2.089,0.147,0.276,2459000.5,59000,20200531.0,3.180682667819043,25.07403150699848,117.8805341012721,186.0686758396996,3.003146121083708,2459733.223290761,20220602.7232908,8.768e-08,2.2119e-08,2.3973e-07,6.892e-06,0.0001034,0.00010614,1.8196e-05,2.5714e-08,3.0487e-09,7.6504e-05,1.9478e-05,0.54463
N,2.467,0.383,0.123,2459000.5,59000,20200531.0,6.423221444342871,157.1470185503398,200.2811874282195,264.2036991877197,2.780812715917993,2459343.251590955,20210508.751591,4.2259e-08,7.0466e-09,9.9377e-08,4.1889e-06,2.9835e-05,3.0843e-05,8.6107e-06,8.4579e-09,1.2751e-09,3.1517e-05,5.8765e-06,0.52397
N,3.777,0.163,0.444,2459000.5,59000,20200531.0,8.625571442110829,319.8526861583845,172.2572015258702,203.9271751422796,2.804685270266379,2459690.049639748,20220420.5496397,5.2094e-08,1.6228e-08,1.3739e-07,5.8312e-06,3.1121e-05,6.1181e-05,5.0516e-05,1.7068e-08,2.0661e-09,0.00022268,1.4519e-05,0.57393
N,5.604,0.032,1.476,2459000.5,59000,20200531.0,1.198460268829,314.6587784476238,52.73127873401867,92.32279270980582,3.636916446999667,2458471.341657868,20181218.8416579,5.7757e-08,2.614e-08,1.8973e-07,5.8364e-06,0.00024416,0.00024465,1.6436e-05,2.9972e-08,2.1568e-09,9.238e-05,2.5507e-05,0.56594
N,2.579,0.384,0.411,2459000.5,59000,20200531.0,13.60222188032338,294.0747366256144,71.74805069781934,111.6536869797738,2.89166376101835,2458537.5242047114,20190223.0242047,4.2117e-08,1.5277e-08,1.1134e-07,6.894e-06,1.5522e-05,3.1902e-05,2.7812e-05,1.7282e-08,2.162e-09,0.00011382,1.3382e-05,0.55421
N,4.559,0.071,0.265,2459000.5,59000,20200531.0,4.451550473430865,210.5946417299747,168.4252972905776,142.425106259348,2.844115738432259,2458330.1144765206,20180730.6144765,5.9206e-08,1.5861e-08,1.5859e-07,5.0932e-06,5.8177e-05,0.00011385,9.8818e-05,1.6218e-08,1.8172e-09,0.0004639,1.4494e-05,0.55414
N,3.006,0.123,1.024,2455233.5,55233,20100206.0,15.13595788004557,1.523884808237665,40.34792425901484,24.95261284065014,3.39490598989124,2455104.983068387,20090930.4830684,2.84,17.273,6.3563,4.7897,130.66,1596.8,1288.6,19.854,1.7032,5524.0,16265.0,0.21774
N,4.187,0.253,0.324,2459000.5,59000,20200531.0,13.76755779337622,88.92313418652282,288.7700548446678,142.9797367665483,2.877822613643151,2458337.747711589,20180807.2477116,4.4406e-08,1.5591e-08,1.2232e-07,4.1194e-06,2.023e-05,4.8919e-05,4.5147e-05,1.6296e-08,1.8324e-09,0.00020874,1.4174e-05,0.50413
N,2.491,0.197,0.675,2459000.5,59000,20200531.0,3.815468685477128,114.9260392156074,211.5187167601375,101.1726631332721,2.925022943158611,2458546.9166151253,20190304.4166151,3.5184e-08,1.4067e-08,9.3587e-08,3.6228e-06,6.0477e-05,6.453e-05,2.2171e-05,1.5281e-08,1.7479e-09,9.895e-05,1.2647e-05,0.56542
N,1.837,0.076,0.43,2455270.5,55270,20100315.0,9.798065754759005,214.7849152353312,211.3694672537427,29.19544622368335,3.610092083371697,2455128.8264466445,20091024.3264466,3.6118,24.571,7.6812,0.87293,175.51,1153.0,898.6,31.248,2.6756,2525.9,22681.0,0.53656
Y,0.888,0.098,0.431,2459000.5,59000,20200531.0,3.571693849938519,158.1865917329058,300.1153167558346,100.3739948687414,3.209944056574994,2458712.4642874775,20190816.9642875,2.9353e-08,5.3841e-09,5.8461e-08,7.7297e-06,9.9364e-05,0.00010071,1.0938e-05,8.6415e-09,1.4072e-09,3.1021e-05,4.1717e-06,0.55794
N,2.181,0.093,0.55,2459000.5,59000,20200531.0,11.75739519146634,173.8615051772785,68.71290869075254,114.724819276324,3.10453618169241,2458490.1280986085,20190106.6280986,8.079e-08,3.1816e-08,2.0256e-07,9.5415e-06,3.3697e-05,4.9971e-05,3.054e-05,3.6871e-08,4.0045e-09,0.00013703,2.853e-05,0.65261
N,2.794,0.473,0.54,2459000.5,59000,20200531.0,5.607661370509373,350.0424326065091,0.7099568978914761,87.57650043703985,2.741198994563557,2458690.4257618296,20190725.9257618,6.4321e-08,5.964e-09,1.4721e-07,5.1313e-06,3.8308e-05,3.9501e-05,1.0517e-05,7.1059e-09,1.0982e-09,3.6871e-05,4.9562e-06,0.45724
N,3.865,0.082,0.178,2459000.5,59000,20200531.0,14.26845626864028,264.0231174666029,212.502559813595,68.05669628260429,3.09131989714639,2458687.828151675,20190723.3281517,4.9162e-08,2.1284e-08,1.3009e-07,5.5037e-06,2.621e-05,3.8128e-05,2.7082e-05,2.4039e-08,2.5389e-09,0.00012367,1.9292e-05,0.55443
N,14.661,0.082,0.231,2459000.5,59000,20200531.0,11.02028960213588,19.6085669982898,41.59626304971729,87.11098661518504,3.87519309500167,2458407.794254314,20181016.2942543,4.0126e-08,2.8356e-08,1.4289e-07,5.4622e-06,2.334e-05,4.0969e-05,3.1967e-05,3.09e-08,1.7579e-09,0.00021717,2.9297e-05,0.47826
N,3.014,0.308,0.153,2459000.5,59000,20200531.0,3.75906977707127,355.7667381993318,160.6468549958859,242.1252904641914,2.86882013678041,2459447.866571696,20210821.3665717,4.3864e-08,9.2962e-09,1.0272e-07,4.5597e-06,4.9194e-05,4.999e-05,1.0157e-05,1.1067e-08,1.5247e-09,4.0048e-05,7.9064e-06,0.52536
Y,0.595,0.087,0.098,2459000.5,59000,20200531.0,22.62807542172318,181.1979497237096,58.04637362249859,283.9377412520567,1.440104682010813,2459072.414509257,20200810.9145093,8.7006e-07,7.4414e-08,8.6515e-07,3.8016e-05,5.6524e-05,4.7423e-05,0.00048796,1.1233e-07,1.2375e-07,0.00046972,3.9823e-05,0.45562
N,6.232,0.045,0.219,2459000.5,59000,20200531.0,15.61314596085622,193.0910326715547,77.63974268029021,247.009530923238,3.460735469394334,2459631.9007804,20220221.4007804,3.8399e-08,2.5096e-08,1.2275e-07,4.5003e-06,1.6534e-05,2.6556e-05,2.2192e-05,2.7848e-08,2.16e-09,0.00012677,2.4282e-05,0.55247
N,3.299,0.195,0.859,2459000.5,59000,20200531.0,35.43483304269299,26.59049772577402,8.28303907650645,69.11927402544974,3.224902653186552,2458710.903899875,20190815.4038999,1.0667e-07,2.129e-08,2.71e-07,8.1441e-06,1.2248e-05,1.958e-05,1.5289e-05,2.6674e-08,2.9612e-09,6.4038e-05,1.8714e-05,0.49793
N,2.596,0.218,0.47,2459000.5,59000,20200531.0,14.63682620315896,72.65450099952592,347.1652502077139,3.534440502797441,3.090094197262934,2458984.079792068,20200514.5797921,4.7605e-08,1.6203e-08,1.3636e-07,5.0398e-06,2.122e-05,3.3618e-05,2.4025e-05,1.8158e-08,1.8973e-09,0.00011158,1.4742e-05,0.55169
N,3.47,0.122,0.252,2459000.5,59000,20200531.0,16.39004510472572,79.67009536588805,136.397393572891,298.6027475718668,3.369110463605455,2459332.73935189,20210428.2393519,1.0919e-07,6.5557e-08,3.4719e-07,9.81e-06,3.2267e-05,8.189e-05,7.2558e-05,7.2354e-08,5.953e-09,0.00039764,6.2754e-05,0.61604
N,12.437,0.104,0.209,2459000.5,59000,20200531.0,13.34968515411906,332.7459827236035,256.3172094359936,202.9650578988938,3.56264173889894,2459847.8566642036,20220925.3566642,4.1123e-08,1.923e-08,1.2264e-07,4.6422e-06,1.8804e-05,2.2716e-05,1.4553e-05,2.2486e-08,1.7545e-09,8.1815e-05,1.8391e-05,0.47107
N,2.882,0.134,0.672,2459000.5,59000,20200531.0,18.21137099982949,109.1003812148921,294.9275014441437,345.1789020659494,3.766866390262818,2459082.975380764,20200821.4753808,2.147e-07,4.1603e-07,9.7771e-07,1.4758e-05,2.591e-05,4.8808e-05,5.9489e-05,5.0389e-07,3.6058e-08,0.00034215,0.00040197,0.58721
N,4.211,0.04,0.076,2459000.5,59000,20200531.0,1.716038183109511,157.3094865583084,241.4959371305646,340.8618371549068,3.7496011989712,2459106.36848073,20200913.8684807,5.0901e-08,3.5717e-08,1.6013e-07,7.6237e-06,0.00019249,0.00019357,2.0897e-05,4.3232e-08,3.1264e-09,0.00011648,3.4442e-05,0.57316
N,2.765,0.121,0.677,2459000.5,59000,20200531.0,28.56237604651103,142.0486655699283,235.1818015147128,7.29925353260767,3.132516541532826,2458969.8707192424,20200430.3707192,6.8939e-08,3.2351e-08,1.9187e-07,1.3517e-05,1.4279e-05,4.1984e-05,4.5796e-05,3.9332e-08,4.4883e-09,0.00019176,2.8451e-05,0.54852
